,office,ts_id
422,LRL,Taylorsville.Elev.Inst.1Hour.0.National-CWMS-Forecast
423,LRL,Taylorsville.Elev.Inst.1Hour.0.lrldlb-comp
424,LRL,Taylorsville.Elev.Inst.~1Day.0.LRL-cavi-fct
425,LRL,Taylorsville.Flow-BP1.Inst.0.0.lrldlb-comp
426,LRL,Taylorsville.Flow-BP1.Inst.1Hour.0.lrldlb-comp
427,LRL,Taylorsville.Flow-BP2.Inst.0.0.lrldlb-comp
428,LRL,Taylorsville.Flow-BP2.Inst.1Hour.0.lrldlb-comp
429,LRL,Taylorsville.Flow-Inflow.Ave.1Hour.1Hour.lrldlb-comp
430,LRL,Taylorsville.Flow-Inflow.Ave.1Hour.6Hours.lrldlb-comp
431,LRL,Taylorsville.Flow-Inflow.Inst.1Hour.0.National-CWMS-Forecast
432,LRL,Taylorsville.Flow-MG1.Inst.0.0.lrldlb-comp
433,LRL,Taylorsville.Flow-MG1.Inst.1Hour.0.lrldlb-comp
434,LRL,Taylorsville.Flow-MG2.Inst.0.0.lrldlb-comp
435,LRL,Taylorsville.Flow-MG2.Inst.1Hour.0.lrldlb-comp
436,LRL,Taylorsville.Flow-Outflow.Ave.1Hour.1Hour.lrldlb-comp
437,LRL,Taylorsville.Flow-Outflow.Inst.0.0.lrldlb-comp
438,LRL,Taylorsville.Flow-Outflow.Inst.1Hour.0.LRL-cavi-fct
439,LRL,Taylorsville.Flow-Outflow.Inst.1Hour.0.National-CWMS-Forecast
440,LRL,Taylorsville.Flow-Outflow.Inst.1Hour.0.lrldlb-comp
441,LRL,Taylorsville.Flow-Outflow.Inst.~1Day.0.LRL-cavi-fct
442,LRL,Taylorsville.Flow.Inst.15Minutes.0.USGS-raw
443,LRL,Taylorsville.Flow.Inst.15Minutes.0.USGS-rev
444,LRL,Taylorsville.Opening-BP1.Inst.0.0.lrldlb-fct
445,LRL,Taylorsville.Opening-BP1.Inst.0.0.lrldlb-raw
446,LRL,Taylorsville.Opening-BP1.Inst.0.0.lrldlb-rev
447,LRL,Taylorsville.Opening-BP1.Inst.1Hour.0.lrldlb-comp
448,LRL,Taylorsville.Opening-BP2.Inst.0.0.lrldlb-fct
449,LRL,Taylorsville.Opening-BP2.Inst.0.0.lrldlb-raw
450,LRL,Taylorsville.Opening-BP2.Inst.0.0.lrldlb-rev
451,LRL,Taylorsville.Opening-BP2.Inst.1Hour.0.lrldlb-comp
452,LRL,Taylorsville.Opening-L1.Inst.0.0.lrldlb-fct
453,LRL,Taylorsville.Opening-L1.Inst.0.0.lrldlb-raw
454,LRL,Taylorsville.Opening-L1.Inst.0.0.lrldlb-rev
455,LRL,Taylorsville.Opening-L1.Inst.1Hour.0.lrldlb-comp
456,LRL,Taylorsville.Opening-L2.Inst.0.0.lrldlb-fct
457,LRL,Taylorsville.Opening-L2.Inst.0.0.lrldlb-raw
458,LRL,Taylorsville.Opening-L2.Inst.0.0.lrldlb-rev
459,LRL,Taylorsville.Opening-L2.Inst.1Hour.0.lrldlb-comp
460,LRL,Taylorsville.Opening-MG1.Inst.0.0.lrldlb-fct
461,LRL,Taylorsville.Opening-MG1.Inst.0.0.lrldlb-raw
462,LRL,Taylorsville.Opening-MG1.Inst.0.0.lrldlb-rev
463,LRL,Taylorsville.Opening-MG1.Inst.1Hour.0.lrldlb-comp
464,LRL,Taylorsville.Opening-MG2.Inst.0.0.lrldlb-fct
465,LRL,Taylorsville.Opening-MG2.Inst.0.0.lrldlb-raw
466,LRL,Taylorsville.Opening-MG2.Inst.0.0.lrldlb-rev
467,LRL,Taylorsville.Opening-MG2.Inst.1Hour.0.lrldlb-comp
468,LRL,Taylorsville.Precip-Loss.Inst.1Hour.0.National-CWMS-Forecast
469,LRL,Taylorsville.Precip.Inst.15Minutes.0.LRGS-raw
470,LRL,Taylorsville.Precip.Inst.1Hour.0.National-CWMS-Forecast
471,LRL,Taylorsville.Precip.Total.15Minutes.15Minutes.USGS-raw
472,LRL,Taylorsville.Precip.Total.15Minutes.15Minutes.USGS-rev
473,LRL,Taylorsville.Precip.Total.1Hour.1Hour.Openweather
474,LRL,Taylorsville.Precip.Total.~1Day.1Day.lrldlb-raw
475,LRL,Taylorsville.Precip.Total.~1Day.1Day.lrldlb-rev
476,LRL,Taylorsville.Stage-Tailwater.Inst.0.0.lrldlb-raw
477,LRL,Taylorsville.Stage.Inst.15Minutes.0.USGS-raw
478,LRL,Taylorsville.Stage.Inst.15Minutes.0.USGS-rev
479,LRL,Taylorsville.Stage.Inst.~1Day.0.lrldlb-raw
480,LRL,Taylorsville.Stage.Inst.~1Day.0.lrldlb-rev
481,LRL,Taylorsville.Stor.Inst.1Hour.0.lrldlb-comp
482,LRL,Taylorsville.Temp-Air.Inst.1Hour.0.Openweather
483,LRL,Taylorsville.Temp-Air.Inst.~1Day.0.lrldlb-raw
484,LRL,Taylorsville.Temp-Air.Max.~1Day.1Day.lrldlb-raw
485,LRL,Taylorsville.Temp-Air.Min.~1Day.1Day.lrldlb-raw
486,LRL,Taylorsville.Temp-Water.Inst.~1Day.0.lrldlb-raw
506,LRL,DUNK2.Flow-Local.Inst.6Hours.0.OHRFC-0hrQPF
507,LRL,DUNK2.Flow-Local.Inst.6Hours.0.OHRFC-48hrQPF
508,LRL,DUNK2.Flow-Local.Inst.6Hours.0.OHRFC-operQPF
509,LRL,DUNK2.Flow.Inst.6Hours.0.OHRFC-0hrQPF
510,LRL,DUNK2.Flow.Inst.6Hours.0.OHRFC-48hrQPF
511,LRL,DUNK2.Flow.Inst.6Hours.0.OHRFC-operQPF
533,LRL,Cincinnati.Elev.Inst.15Minutes.0.USGS-comp
534,LRL,Cincinnati.Flow.Inst.15Minutes.0.USGS-raw
535,LRL,Cincinnati.Flow.Inst.15Minutes.0.USGS-rev
536,LRL,Cincinnati.Stage.Inst.15Minutes.0.LRGS-raw
537,LRL,Cincinnati.Stage.Inst.15Minutes.0.LRGS-rev
538,LRL,Cincinnati.Stage.Inst.15Minutes.0.USGS-raw
539,LRL,Cincinnati.Stage.Inst.15Minutes.0.USGS-rev
540,LRL,Cincinnati.Stage.Inst.~1Day.0.lrldlb-raw
541,LRL,Cincinnati.Stage.Inst.~1Day.0.lrldlb-rev
