office,name,nearest-city,public-name,kind,time-zone,latitude,longitude,unit,nation,state,county,bounding-office,active,aliases,long-name,map-label,type,published-latitude,published-longitude,horizontal-datum,elevation,vertical-datum,description
MVP,LockDam_02-TainterGate02,Hastings,Lock and Dam 02 Tainter Gate 02,OUTLET,US/Central,44.7599,-92.8683,m,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-TainterGate02'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00594-TainterGate02'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-TainterGate02'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-TainterGate02'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,LockDam_02-Turbine02,Hastings,Lock and Dam 02 Turbine 02,TURBINE,US/Central,44.7599,-92.8683,m,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-Turbine02'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00594-Turbine02'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-Turbine02'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-Turbine02'}]",,Mississippi River Lock and Dam 02 Turbine 02,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,LockDam_05a-CrookedSlough,Winona,Crooked Slough near Lock5a,SITE,US/Central,44.0883,-91.6699,m,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'WIDM5-CrookedSlough'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00588-CrookedSlough'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05a-CrookedSlough'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05a-CrookedSlough'}]",,Mississippi River Lock and Dam 05a,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,MissHW_PineRiver-Bays07_08,Brainerd,Pine River Dam Bays 7 & 8 - Slide Gates,SITE,US/Central,46.669117,-94.11283,ft,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-Bays07_08'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-Bays07_08'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-Bays07_08'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-Bays07_08'}]",Pine River Dam Bays 7 & 8 - Slide Gates,Pine River Dam at Cross Lake,,-3.4028234663852886e+38,-3.4028234663852886e+38,NAD83,0.0,NGVD29,"Total opening of gates in bays 7, 8"
MVP,MissHW_PineRiver-SlideGate09,Brainerd,Pine River Dam Slide Gate 09,OUTLET,US/Central,46.6683,-94.1116,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00582-SlideGate09'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-SlideGate09'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-SlideGate09'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-SlideGate09'}]",,Pine River Dam at Cross Lake,,,,NAD83,365.76,NGVD29,
MVP,LockDam_05a-RollerGate03,Winona,Lock and Dam 05a Roller Gate 03,OUTLET,US/Central,44.0883,-91.6699,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05a-RollerGate03'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05a-RollerGate03'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'WIDM5-RollerGate03'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00588-RollerGate03'}]",Mississippi River Lock and Dam 05a Roller Gate 03,Mississippi River Lock and Dam 05a Gate,Gate,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,MissHW_PineRiver-Bays03_04,Brainerd,Pine River Dam Bays 3 & 4 - Slide Gates,SITE,US/Central,46.669168,-94.112654,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-Bays03_04'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-Bays03_04'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-Bays03_04'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-Bays03_04'}]",Pine River Dam Bays 3 & 4 - Slide Gates,Pine River Dam at Cross Lake,,-3.4028234663852886e+38,-3.4028234663852886e+38,NAD83,0.0,NGVD29,"Total opening of gates in bays 3, 4"
MVP,LockDam_05a-RollerGate05,Winona,Lock and Dam 05a Roller Gate 05,OUTLET,US/Central,44.0883,-91.6699,m,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00588-RollerGate05'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05a-RollerGate05'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05a-RollerGate05'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'WIDM5-RollerGate05'}]",Mississippi River Lock and Dam 05a Roller Gate 05,Mississippi River Lock and Dam 05a Gate,Gate,0.0,0.0,NAD83,182.88,NAVD88,
MVP,LockDam_02-Lock_01,Hastings,Lock and Dam Lock 01,LOCK,US/Central,44.7599,-92.8683,ft,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00594-Lock_01'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-Lock_01'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-Lock_01'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-Lock_01'}]",,Mississippi River Lock and Dam 02,Lock,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,MissHW_PineRiver-SlideGate07,Brainerd,Pine River Dam Slide Gate 07,OUTLET,US/Central,46.6683,-94.1116,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-SlideGate07'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-SlideGate07'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-SlideGate07'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-SlideGate07'}]",,Pine River Dam at Cross Lake,,,,NAD83,365.76,NGVD29,
MVP,MissHW_Gull-Fishway,Brainerd,Gull Fishway 01,OUTLET,US/Central,46.4116,-94.3533,m,United States,MN,Cass,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00596-Fishway'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_Gull-Fishway'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_Gull-Fishway'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'GLLM5-Fishway'}]",,Gull Lake Dam,,,,NAD83,335.28,NGVD29,
MVP,LockDam_02-TainterGate04,Hastings,Lock and Dam 02 Tainter Gate 04,OUTLET,US/Central,44.7599,-92.8683,m,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00594-TainterGate04'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-TainterGate04'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-TainterGate04'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-TainterGate04'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,LockDam_05-Lock_01,Winona,Lock and Dam 05 Lock 01,LOCK,US/Central,44.1616,-91.8116,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05-Lock_01'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'MSCM5-Lock_01'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05-Lock_01'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00589-Lock_01'}]",,Mississippi River Lock and Dam 05,Lock,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,LockDam_02-TainterGate06,Hastings,Lock and Dam 02 Tainter Gate 06,OUTLET,US/Central,44.7599,-92.8683,ft,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-TainterGate06'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-TainterGate06'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00594-TainterGate06'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-TainterGate06'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,LockDam_05a,Fountain City,Lock and Dam 5A,PROJECT,US/Central,44.0890583,-91.6722333,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05a'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'WIDM5'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05a'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00588'}]",Lock and Dam 05a at Mississippi River 9 foot Channel Navigation Project,Lock and Dam 05a,Dam,0.0,0.0,NAD83,599.9999999999999,LOCAL,USACE Owned and Maintained
MVP,LockDam_02-CP_SoStPaul,Hastings,Lock and Dam 02 Control Point,SITE,US/Central,44.7599,-92.8683,m,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-CP_SoStPaul'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-CP_SoStPaul'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-CP_SoStPaul'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00594-CP_SoStPaul'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,MissHW_PineRiver-SlideGate05,Brainerd,Pine River Dam Slide Gate 05,OUTLET,US/Central,46.6683,-94.1116,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-SlideGate05'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-SlideGate05'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-SlideGate05'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-SlideGate05'}]",,Pine River Dam at Cross Lake,,,,NAD83,365.76,NGVD29,
MVP,LockDam_05-RollerGate02,Winona,Lock and Dam 05 Roller Gate 02,OUTLET,US/Central,44.1616,-91.8116,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00589-RollerGate02'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05-RollerGate02'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05-RollerGate02'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'MSCM5-RollerGate02'}]",Mississippi River Lock and Dam 05 Roller Gate 02,Mississippi River Lock and Dam 05 Gate,Gate,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,MissHW_Gull,Brainerd,Gull Lake Dam,PROJECT,US/Central,46.4110944,-94.353575,ft,United States,MN,Cass,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00596'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_Gull'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'GLLM5'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_Gull'}]",Mississippi River Headwater Gull Lake Dam,Gull Lake Dam,Dam,,,NAD83,1099.9999999999998,NGVD29,USACE Owned and Maintained
MVP,LockDam_05-TainterValves,Winona,Lock and Dam 05 Tainter Valves,OUTLET,US/Central,44.1616,-91.8116,m,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'MSCM5-TainterValves'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05-TainterValves'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05-TainterValves'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00589-TainterValves'}]",Mississippi River Lock and Dam 05 Tainter Valves,Mississippi River Lock and Dam 05,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,LockDam_05-RollerGate04,Winona,Lock and Dam 05 Roller Gate 04,OUTLET,US/Central,44.1616,-91.8116,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00589-RollerGate04'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05-RollerGate04'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05-RollerGate04'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'MSCM5-RollerGate04'}]",Mississippi River Lock and Dam 05 Roller Gate 04,Mississippi River Lock and Dam 05 Gate,Gate,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,Rafferty_Dam,Williston,Rafferty Reservoir,SITE,US/Central,49.1455556,-103.0944444,m,Canada,00,Unknown County or County N/A for Unknown State or State N/A,,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'Rafferty_Dam'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'RAFQ8'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'Rafferty_Dam'}, {'name': 'Agency Aliases-ECCC Station ID', 'value': '05NB032'}]","Rafferty Reservoir near Estevan, SK",Rafferty Reservoir near Estevan,DCP Gage,,,,,,Owner is Environment Canada
MVP,LockDam_02-TainterGate08,Hastings,Lock and Dam 02 Tainter Gate 08,OUTLET,US/Central,44.7599,-92.8683,m,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-TainterGate08'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-TainterGate08'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-TainterGate08'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00594-TainterGate08'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,182.88,NAVD88,
MVP,MissHW_PineRiver-SlideGate13,Brainerd,Pine River Dam Slide Gate 13,OUTLET,US/Central,46.6683,-94.1116,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-SlideGate13'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-SlideGate13'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-SlideGate13'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-SlideGate13'}]",,Pine River Dam at Cross Lake,,,,NAD83,365.76,NGVD29,
MVP,MissHW_PineRiver-Bays11_13,Brainerd,"Pine River Dam Bays 11, 12, & 13 - Slide Gates",SITE,US/Central,46.669057,-94.113025,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-Bays11_13'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-Bays11_13'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-Bays11_13'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-Bays11_13'}]","Pine River Dam Bays 11, 12, & 13 - Slide Gates",Pine River Dam at Cross Lake,,-3.4028234663852886e+38,-3.4028234663852886e+38,NAD83,0.0,NGVD29,"Total opening of gates in bays 11, 12, 13"
MVP,LockDam_02-TainterGate10,Hastings,Lock and Dam 02 Tainter Gate 10,OUTLET,US/Central,44.7599,-92.8683,ft,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00594-TainterGate10'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5-TainterGate10'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02-TainterGate10'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02-TainterGate10'}]",,Mississippi River Lock and Dam 02,,0.0,0.0,NAD83,599.9999999999999,NAVD88,
MVP,LockDam_02,Hastings,Lock and Dam 2,PROJECT,US/Central,44.7621,-92.8712833,ft,United States,MN,Dakota,MVP,True,"[{'name': 'Agency Aliases-NIDID', 'value': 'MN00594'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_02'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_02'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'HSTM5'}]",Lock and Dam 02 at Mississippi River 9 foot ChannelNavigation Project,Lock and Dam 02,Dam,0.0,0.0,NAD83,599.9999999999999,LOCAL,"USACE Owned and Maintained, Brookfield Power operates hydropower"
MVP,LockDam_05a-TainterGates,Winona,Lock and Dam 05a Tainter Gates,SITE,US/Central,44.0883,-91.6699,m,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05a-TainterGates'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'WIDM5-TainterGates'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05a-TainterGates'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00588-TainterGates'}]",Mississippi River Lock and Dam 05a Tainter Gates,Mississippi River Lock and Dam 05a Tainter Gates,Gate,0.0,0.0,NAD83,182.88,NAVD88,
MVP,MissHW_PineRiver-Tailwater,Brainerd,Pine River Dam Tailwater,SITE,US/Central,46.6683,-94.1116,m,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-Tailwater'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-Tailwater'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-Tailwater'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-Tailwater'}]",,Pine River Dam at Cross Lake,Dam,,,NAD83,365.76,NGVD29,
MVP,MissHW_PineRiver-SlideGate11,Brainerd,Pine River Dam Slide Gate 11,OUTLET,US/Central,46.6683,-94.1116,ft,United States,MN,Crow Wing,MVP,True,"[{'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'MissHW_PineRiver-SlideGate11'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'CRLM5-SlideGate11'}, {'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'MissHW_PineRiver-SlideGate11'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00582-SlideGate11'}]",,Pine River Dam at Cross Lake,,,,NAD83,1199.9999999999998,NGVD29,
MVP,LockDam_05-RollerGate06,Winona,Lock and Dam 05 Roller Gate 06,OUTLET,US/Central,44.1616,-91.8116,ft,United States,WI,Buffalo,MVP,True,"[{'name': 'Agency Aliases-CWMS Standard Naming', 'value': 'LockDam_05-RollerGate06'}, {'name': 'Agency Aliases-CWMS Legacy Naming', 'value': 'LockDam_05-RollerGate06'}, {'name': 'Agency Aliases-NWS Handbook 5 ID', 'value': 'MSCM5-RollerGate06'}, {'name': 'Agency Aliases-NIDID', 'value': 'MN00589-RollerGate06'}]",Mississippi River Lock and Dam 05 Roller Gate 06,Mississippi River Lock and Dam 05 Gate,Gate,0.0,0.0,NAD83,599.9999999999999,NAVD88,
